protein1,protein2,tm_score,sequence_divergence,patristic_distance,protein1_cluster,protein2_cluster,cluster_key
P005064008787_Drosophila_albomicans_part1_of2,P005093013423_Drosophila_sechellia_part1_of1,0.95801,0.4453441295546558,0.978724617,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005095004731_Drosophila_setifemur_part1_of1,0.90165,0.6680327868852459,1.978075958,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005095011902_Drosophila_setifemur_part1_of1,0.84861,0.4770642201834862,1.08347654,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005095011903_Drosophila_setifemur_part1_of1,0.89413,0.4959016393442623,1.103139266,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005097008429_Drosophila_subobscura_part1_of2,0.9351,0.4048582995951417,0.863580561,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005097008429_Drosophila_subobscura_part2_of2,0.91511,0.6434426229508197,1.772714998,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005064008787_Drosophila_albomicans_part1_of2,P005097009271_Drosophila_subobscura_part1_of1,0.905,0.6666666666666667,1.855298484,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005098006594_Drosophila_subpulchrella_part1_of2,0.8953,0.680327868852459,1.973788869,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005098006594_Drosophila_subpulchrella_part2_of2,0.92045,0.437246963562753,0.975592061,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005099002466_Drosophila_suzukii_part1_of1,0.91012,0.4412955465587044,0.982900413,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005099007453_Drosophila_suzukii_part1_of1,0.9026,0.6844262295081966,1.994098647,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005100011380_Drosophila_takahashii_part1_of2,0.87704,0.6762295081967213,1.985543039,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005100011380_Drosophila_takahashii_part2_of2,0.91759,0.4534412955465586,0.980746349,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005101009090_Drosophila_teissieri_part1_of1,0.89644,0.6707818930041152,1.969849137,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005101009092_Drosophila_teissieri_part1_of1,0.9143,0.4453441295546558,0.980863896,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005102009205_Drosophila_virilis_part1_of1,0.885,0.6694214876033058,2.018118276,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005102009206_Drosophila_virilis_part1_of1,0.95623,0.2682926829268293,0.423162053,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005103011421_Drosophila_willistoni_part1_of1,0.94321,0.3673469387755101,0.6185726579999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005103011422_Drosophila_willistoni_part1_of1,0.87785,0.6666666666666667,1.934979356,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.96629,0.4453441295546558,0.982615986,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,B4KE22_Drosophila_mojavensisREF_part1_of1,0.87154,0.8,2.958564937,Cluster_1,Cluster_4,Cluster_1_Cluster_4
P005064008787_Drosophila_albomicans_part2_of2,P005064008787_Drosophila_albomicans_part1_of2,0.90621,0.4471544715447154,0.852182497,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005064013138_Drosophila_albomicans_part1_of1,0.88392,0.7053941908713692,2.202175089,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005065001328_Drosophila_ananassae_part1_of2,0.92142,0.5121951219512195,1.314869691,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005065001328_Drosophila_ananassae_part2_of2,0.90746,0.6829268292682926,2.076246308,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005064008787_Drosophila_albomicans_part2_of2,P005065003751_Drosophila_ananassae_part1_of1,0.89563,0.7272727272727273,2.164211185,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005066011807_Drosophila_arizonae_part1_of2,0.88895,0.7178423236514523,2.272849914,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005066011807_Drosophila_arizonae_part2_of2,0.85699,0.4502164502164502,0.842972685,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005067004171_Drosophila_biarmipes_part1_of1,0.90031,0.7396694214876033,2.18832713,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005067004172_Drosophila_biarmipes_part1_of1,0.8884,0.4756097560975609,1.414594615,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005068011778_Drosophila_bipectinata_part1_of2,0.89399,0.7272727272727273,2.156868335,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005068011778_Drosophila_bipectinata_part2_of2,0.89635,0.5447154471544715,1.349598605,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005070006661_Drosophila_bunnanda_part1_of1,0.88151,0.5178571428571428,1.50227439,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005070006662_Drosophila_bunnanda_part1_of1,0.91121,0.7272727272727273,2.097106675,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005071004180_Drosophila_busckii_part1_of1,0.85805,0.7098214285714286,2.159983452,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005071007432_Drosophila_busckii_part1_of1,0.87505,0.48,0.934586003,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005072008715_Drosophila_elegans_part1_of1,0.90057,0.7396694214876033,2.167579635,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005072008716_Drosophila_elegans_part1_of1,0.90361,0.4796747967479674,1.348552604,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005073012561_Drosophila_erecta_part1_of1,0.8802,0.5121951219512195,1.366641434,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005074010565_Drosophila_eugracilis_part1_of1,0.89671,0.5,1.386922172,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005074010571_Drosophila_eugracilis_part1_of1,0.89778,0.731404958677686,2.141550683,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005075007245_Drosophila_ficusphila_part1_of1,0.88281,0.7396694214876033,2.193525766,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005076010725_Drosophila_grimshawi_part1_of1,0.8251,0.5527426160337553,1.173133398,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005076010744_Drosophila_grimshawi_part1_of1,0.88927,0.7261410788381742,2.272422603,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005076010745_Drosophila_grimshawi_part1_of1,0.90703,0.4918699186991869,0.965036371,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005077009626_Drosophila_guanche_part1_of1,0.91295,0.5365853658536586,1.274764363,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005077011090_Drosophila_guanche_part1_of1,0.90151,0.5365853658536586,1.274764363,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005077011621_Drosophila_guanche_part1_of1,0.88394,0.7107438016528926,2.0774840130000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005078005510_Drosophila_hydei_part1_of1,0.92228,0.4512195121951219,0.92171317,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005078006118_Drosophila_hydei_part1_of1,0.88211,0.7178423236514523,2.242554503,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005079010340_Drosophila_innubila_part1_of1,0.89772,0.4390243902439024,0.6537071,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005079011844_Drosophila_innubila_part1_of2,0.89659,0.7344398340248963,2.199076895,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005079011844_Drosophila_innubila_part2_of2,0.87713,0.4473684210526315,0.8420526909999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005080010494_Drosophila_ironensis_part1_of1,0.90743,0.71900826446281,2.170636318,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005080010499_Drosophila_ironensis_part1_of1,0.88018,0.5089285714285714,1.423177789,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005080012110_Drosophila_ironensis_part1_of1,0.90401,0.5043478260869565,1.504531508,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005081003743_Drosophila_kikkawai_part1_of3,0.89555,0.7272727272727273,2.099764361,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005081003743_Drosophila_kikkawai_part2_of3,0.8175,0.5480769230769231,1.596506041,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005081003743_Drosophila_kikkawai_part3_of3,0.88516,0.5387755102040817,1.470215975,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005081004694_Drosophila_kikkawai_part1_of1,0.89728,0.5591836734693878,1.571402324,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005082012188_Drosophila_mauritiana_part1_of1,0.89941,0.7231404958677685,2.158126058,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005082012529_Drosophila_mauritiana_part1_of1,0.90122,0.5040650406504066,1.352540781,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005083008909_Drosophila_melanogaster_part1_of1,0.90078,0.7272727272727273,2.1620012010000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005083008910_Drosophila_melanogaster_part1_of1,0.89795,0.5121951219512195,1.350567073,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005084006084_Drosophila_miranda_part1_of1,0.90825,0.524390243902439,1.210599617,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005084006085_Drosophila_miranda_part1_of1,0.89096,0.7148760330578512,2.0463383950000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005085005288_Drosophila_mojavensis_part1_of1,0.87006,0.7136929460580913,2.278698156,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005085005289_Drosophila_mojavensis_part1_of1,0.86617,0.4647302904564315,0.89175255,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005086002813_Drosophila_navojoa_part1_of1,0.87207,0.7136929460580913,2.263793367,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005086003013_Drosophila_navojoa_part1_of1,0.92414,0.4471544715447154,0.854489152,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005087007713_Drosophila_novamexicana_part1_of1,0.9106,0.483739837398374,0.961682103,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005087007760_Drosophila_novamexicana_part1_of1,0.89954,0.7219917012448133,2.222117189,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005087007761_Drosophila_novamexicana_part1_of1,0.91666,0.4552845528455285,0.850171284,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005088004783_Drosophila_obscura_part1_of1,0.9095,0.5203252032520325,1.258750408,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005088004859_Drosophila_obscura_part1_of1,0.88214,0.6967213114754098,2.006503809,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005064008787_Drosophila_albomicans_part2_of2,P005088004876_Drosophila_obscura_part1_of1,0.89607,0.731404958677686,2.073445834,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005089006354_Drosophila_persimilis_part1_of1,0.90785,0.5203252032520325,1.20664663,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005089006356_Drosophila_persimilis_part1_of1,0.89791,0.7148760330578512,2.0463383950000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005091006300_Drosophila_rhopaloa_part1_of1,0.88915,0.7231404958677685,2.1824171220000004,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005092009946_Drosophila_santomea_part1_of1,0.90204,0.7272727272727273,2.185569092,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005092009948_Drosophila_santomea_part1_of1,0.89123,0.5121951219512195,1.360654285,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005093013422_Drosophila_sechellia_part1_of1,0.88678,0.7272727272727273,2.162030865,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005093013423_Drosophila_sechellia_part1_of1,0.89229,0.5121951219512195,1.346675704,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005095004731_Drosophila_setifemur_part1_of1,0.88644,0.7283950617283951,2.182074871,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005095011902_Drosophila_setifemur_part1_of1,0.84745,0.5229357798165137,1.4514276270000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005095011903_Drosophila_setifemur_part1_of1,0.89236,0.5720164609053497,1.471090353,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005097008429_Drosophila_subobscura_part1_of2,0.90681,0.532520325203252,1.231531648,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005097008429_Drosophila_subobscura_part2_of2,0.90075,0.680327868852459,1.976713911,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005064008787_Drosophila_albomicans_part2_of2,P005097009271_Drosophila_subobscura_part1_of1,0.8906,0.7231404958677685,2.059297397,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005098006594_Drosophila_subpulchrella_part1_of2,0.89743,0.7366255144032922,2.177787782,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005098006594_Drosophila_subpulchrella_part2_of2,0.89203,0.483739837398374,1.343543148,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005099002466_Drosophila_suzukii_part1_of1,0.89624,0.4878048780487805,1.3508515,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005099007453_Drosophila_suzukii_part1_of1,0.88248,0.7325102880658436,2.1980975600000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005100011380_Drosophila_takahashii_part1_of2,0.88258,0.7366255144032922,2.1895419520000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005100011380_Drosophila_takahashii_part2_of2,0.90022,0.483739837398374,1.348697436,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005101009090_Drosophila_teissieri_part1_of1,0.90192,0.7272727272727273,2.17384805,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005101009092_Drosophila_teissieri_part1_of1,0.89491,0.5121951219512195,1.348814983,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005102009205_Drosophila_virilis_part1_of1,0.90392,0.7219917012448133,2.222117189,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005102009206_Drosophila_virilis_part1_of1,0.91218,0.4634146341463414,0.8769072419999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005103011421_Drosophila_willistoni_part1_of1,0.91143,0.4857142857142857,1.072317847,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005103011422_Drosophila_willistoni_part1_of1,0.89075,0.7272727272727273,2.138978269,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.90003,0.5121951219512195,1.350567073,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064013138_Drosophila_albomicans_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.84949,0.7551020408163265,2.44932741,Cluster_2,Cluster_4,Cluster_2_Cluster_4
P005064013138_Drosophila_albomicans_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.86897,0.6652892561983471,1.998176176,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.86712,0.7053941908713692,2.202175089,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.88198,0.6735537190082644,2.46086337,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.879,0.7004048582995952,2.097363177,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005064013138_Drosophila_albomicans_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.92423,0.1967871485943775,0.302221706,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.90958,0.1553784860557768,0.184202921,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.80748,0.6371681415929203,1.988966364,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.90859,0.1847389558232931,0.3263376509999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.85733,0.7024793388429752,2.560588294,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.91506,0.1887550200803213,0.2948788559999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.86689,0.6818181818181819,2.495592284,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.84471,0.6711111111111111,2.648268069,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.90799,0.1807228915662651,0.235117196,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.8952,0.0973451327433628,0.1199024609999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.84309,0.6858407079646018,2.080579682,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.90989,0.2088353413654619,0.3055901559999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.86543,0.6942148760330579,2.494546283,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.85251,0.6859504132231404,2.512635113,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.86911,0.6900826446280992,2.532915851,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.90716,0.2008032128514056,0.2795612039999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
